OSU_RTS.CALC.1103_DWC Time [SNAP],OSU_RTS.CALC.1103_DWC Value [SNAP],OSU_RTS.CALC.1103_DWC Status [SNAP],OSU_RTS.CALC.1103_GPALARM Time [SNAP],OSU_RTS.CALC.1103_GPALARM Value [SNAP],OSU_RTS.CALC.1103_GPALARM Status [SNAP],OSU_RTS.MDBUS_RH.1103_CD Time [SNAP],OSU_RTS.MDBUS_RH.1103_CD Value [SNAP],OSU_RTS.MDBUS_RH.1103_CD Status [SNAP],OSU_RTS.MDBUS_RH.1103_CDT Time [SNAP],OSU_RTS.MDBUS_RH.1103_CDT Value [SNAP],OSU_RTS.MDBUS_RH.1103_CDT Status [SNAP],OSU_RTS.MDBUS_RH.1103_CF Time [SNAP],OSU_RTS.MDBUS_RH.1103_CF Value [SNAP],OSU_RTS.MDBUS_RH.1103_CF Status [SNAP],OSU_RTS.MDBUS_RH.1103_CH Time [SNAP],OSU_RTS.MDBUS_RH.1103_CH Value [SNAP],OSU_RTS.MDBUS_RH.1103_CH Status [SNAP],OSU_RTS.MDBUS_RH.1103_CHF Time [SNAP],OSU_RTS.MDBUS_RH.1103_CHF Value [SNAP],OSU_RTS.MDBUS_RH.1103_CHF Status [SNAP],OSU_RTS.MDBUS_RH.1103_CHT Time [SNAP],OSU_RTS.MDBUS_RH.1103_CHT Value [SNAP],OSU_RTS.MDBUS_RH.1103_CHT Status [SNAP],OSU_RTS.MDBUS_RH.1103_CR Time [SNAP],OSU_RTS.MDBUS_RH.1103_CR Value [SNAP],OSU_RTS.MDBUS_RH.1103_CR Status [SNAP],OSU_RTS.MDBUS_RH.1103_CRT Time [SNAP],OSU_RTS.MDBUS_RH.1103_CRT Value [SNAP],OSU_RTS.MDBUS_RH.1103_CRT Status [SNAP],OSU_RTS.MDBUS_RH.1103_CS Time [SNAP],OSU_RTS.MDBUS_RH.1103_CS Value [SNAP],OSU_RTS.MDBUS_RH.1103_CS Status [SNAP],OSU_RTS.MDBUS_RH.1103_CST Time [SNAP],OSU_RTS.MDBUS_RH.1103_CST Value [SNAP],OSU_RTS.MDBUS_RH.1103_CST Status [SNAP],OSU_RTS.MDBUS_RH.1103_CV Time [SNAP],OSU_RTS.MDBUS_RH.1103_CV Value [SNAP],OSU_RTS.MDBUS_RH.1103_CV Status [SNAP],OSU_RTS.MDBUS_RH.1103_CVF Time [SNAP],OSU_RTS.MDBUS_RH.1103_CVF Value [SNAP],OSU_RTS.MDBUS_RH.1103_CVF Status [SNAP],OSU_RTS.MDBUS_RH.1103_D1H Time [SNAP],OSU_RTS.MDBUS_RH.1103_D1H Value [SNAP],OSU_RTS.MDBUS_RH.1103_D1H Status [SNAP],OSU_RTS.MDBUS_RH.1103_D1L Time [SNAP],OSU_RTS.MDBUS_RH.1103_D1L Value [SNAP],OSU_RTS.MDBUS_RH.1103_D1L Status [SNAP],OSU_RTS.MDBUS_RH.1103_DHD Time [SNAP],OSU_RTS.MDBUS_RH.1103_DHD Value [SNAP],OSU_RTS.MDBUS_RH.1103_DHD Status [SNAP],OSU_RTS.MDBUS_RH.1103_DHF Time [SNAP],OSU_RTS.MDBUS_RH.1103_DHF Value [SNAP],OSU_RTS.MDBUS_RH.1103_DHF Status [SNAP],OSU_RTS.MDBUS_RH.1103_DHR Time [SNAP],OSU_RTS.MDBUS_RH.1103_DHR Value [SNAP],OSU_RTS.MDBUS_RH.1103_DHR Status [SNAP],OSU_RTS.MDBUS_RH.1103_DHS Time [SNAP],OSU_RTS.MDBUS_RH.1103_DHS Value [SNAP],OSU_RTS.MDBUS_RH.1103_DHS Status [SNAP],OSU_RTS.MDBUS_RH.1103_DHT Time [SNAP],OSU_RTS.MDBUS_RH.1103_DHT Value [SNAP],OSU_RTS.MDBUS_RH.1103_DHT Status [SNAP],OSU_RTS.MDBUS_RH.1103_DVF Time [SNAP],OSU_RTS.MDBUS_RH.1103_DVF Value [SNAP],OSU_RTS.MDBUS_RH.1103_DVF Status [SNAP],OSU_RTS.MDBUS_RH.1103_DWC Time [SNAP],OSU_RTS.MDBUS_RH.1103_DWC Value [SNAP],OSU_RTS.MDBUS_RH.1103_DWC Status [SNAP],OSU_RTS.MDBUS_RH.1103_EC Time [SNAP],OSU_RTS.MDBUS_RH.1103_EC Value [SNAP],OSU_RTS.MDBUS_RH.1103_EC Status [SNAP],OSU_RTS.MDBUS_RH.1103_GBV Time [SNAP],OSU_RTS.MDBUS_RH.1103_GBV Value [SNAP],OSU_RTS.MDBUS_RH.1103_GBV Status [SNAP],OSU_RTS.MDBUS_RH.1103_GCV Time [SNAP],OSU_RTS.MDBUS_RH.1103_GCV Value [SNAP],OSU_RTS.MDBUS_RH.1103_GCV Status [SNAP],OSU_RTS.MDBUS_RH.1103_GP Time [SNAP],OSU_RTS.MDBUS_RH.1103_GP Value [SNAP],OSU_RTS.MDBUS_RH.1103_GP Status [SNAP],OSU_RTS.MDBUS_RH.1103_GT Time [SNAP],OSU_RTS.MDBUS_RH.1103_GT Value [SNAP],OSU_RTS.MDBUS_RH.1103_GT Status [SNAP],OSU_RTS.MDBUS_RH.1103_GUV Time [SNAP],OSU_RTS.MDBUS_RH.1103_GUV Value [SNAP],OSU_RTS.MDBUS_RH.1103_GUV Status [SNAP],OSU_RTS.MDBUS_RH.1103_HDT Time [SNAP],OSU_RTS.MDBUS_RH.1103_HDT Value [SNAP],OSU_RTS.MDBUS_RH.1103_HDT Status [SNAP],OSU_RTS.MDBUS_RH.1103_HHF Time [SNAP],OSU_RTS.MDBUS_RH.1103_HHF Value [SNAP],OSU_RTS.MDBUS_RH.1103_HHF Status [SNAP],OSU_RTS.MDBUS_RH.1103_HHT Time [SNAP],OSU_RTS.MDBUS_RH.1103_HHT Value [SNAP],OSU_RTS.MDBUS_RH.1103_HHT Status [SNAP],OSU_RTS.MDBUS_RH.1103_HMT Time [SNAP],OSU_RTS.MDBUS_RH.1103_HMT Value [SNAP],OSU_RTS.MDBUS_RH.1103_HMT Status [SNAP],OSU_RTS.MDBUS_RH.1103_HRT Time [SNAP],OSU_RTS.MDBUS_RH.1103_HRT Value [SNAP],OSU_RTS.MDBUS_RH.1103_HRT Status [SNAP],OSU_RTS.MDBUS_RH.1103_HST Time [SNAP],OSU_RTS.MDBUS_RH.1103_HST Value [SNAP],OSU_RTS.MDBUS_RH.1103_HST Status [SNAP],OSU_RTS.MDBUS_RH.1103_HVF Time [SNAP],OSU_RTS.MDBUS_RH.1103_HVF Value [SNAP],OSU_RTS.MDBUS_RH.1103_HVF Status [SNAP],OSU_RTS.MDBUS_RH.1103C_HF Time [SNAP],OSU_RTS.MDBUS_RH.1103C_HF Value [SNAP],OSU_RTS.MDBUS_RH.1103C_HF Status [SNAP],OSU_RTS.MDBUS_RH.1103C_HG Time [SNAP],OSU_RTS.MDBUS_RH.1103C_HG Value [SNAP],OSU_RTS.MDBUS_RH.1103C_HG Status [SNAP],Comments
10/16/18 0:15,2358790,OK,10/16/18 0:15,0,OK,10/16/18 0:15,7.645666122,OK,10/16/18 0:15,1.88254118,OK,10/16/18 0:15,0,OK,10/16/18 0:15,1133191.75,OK,10/16/18 0:15,0,OK,10/16/18 0:15,3409637.5,OK,10/16/18 0:15,55.98727417,OK,10/16/18 0:15,43.43496704,OK,10/16/18 0:15,48.34160995,OK,10/16/18 0:15,41.5524292,OK,10/16/18 0:15,0,OK,10/16/18 0:15,0,OK,10/16/18 0:15,3,OK,10/16/18 0:15,39271,OK,10/16/18 0:15,21.85112381,OK,10/16/18 0:15,0,OK,10/16/18 0:15,126.5453949,OK,10/16/18 0:15,148.3965149,OK,10/16/18 0:15,1366119,OK,10/16/18 0:15,0,OK,10/16/18 0:15,392710,OK,10/16/18 0:15,3213043,OK,10/16/18 0:15,5.179999828,OK,10/16/18 0:15,373756,OK,10/16/18 0:15,4.980000019,OK,10/16/18 0:15,59.76000214,OK,10/16/18 0:15,2767063,OK,10/16/18 0:15,5.271069527,OK,10/16/18 0:15,381.5276794,OK,10/16/18 0:15,10021342,OK,10/16/18 0:15,2948879.75,OK,10/16/18 0:15,122.7588043,OK,10/16/18 0:15,128.0298767,OK,10/16/18 0:15,146.6934937,OK,10/16/18 0:15,0,OK,10/16/18 0:15,13598301,OK,
10/16/18 0:30,2358830,OK,10/16/18 0:30,0,OK,10/16/18 0:30,6.621575832,OK,10/16/18 0:30,1.924981952,OK,10/16/18 0:30,0,OK,10/16/18 0:30,1133191.75,OK,10/16/18 0:30,0,OK,10/16/18 0:30,3409637.5,OK,10/16/18 0:30,55.31066132,OK,10/16/18 0:30,43.52577972,OK,10/16/18 0:30,48.68908691,OK,10/16/18 0:30,41.60079575,OK,10/16/18 0:30,0,OK,10/16/18 0:30,0,OK,10/16/18 0:30,3,OK,10/16/18 0:30,39275,OK,10/16/18 0:30,21.48917198,OK,10/16/18 0:30,0,OK,10/16/18 0:30,127.3404236,OK,10/16/18 0:30,148.8295898,OK,10/16/18 0:30,1366119,OK,10/16/18 0:30,0,OK,10/16/18 0:30,392750,OK,10/16/18 0:30,3213079,OK,10/16/18 0:30,5.199999809,OK,10/16/18 0:30,373760,OK,10/16/18 0:30,5.099999905,OK,10/16/18 0:30,58.59999847,OK,10/16/18 0:30,2767093,OK,10/16/18 0:30,5.325442314,OK,10/16/18 0:30,375.8128662,OK,10/16/18 0:30,10021438,OK,10/16/18 0:30,2948897.5,OK,10/16/18 0:30,124.7210159,OK,10/16/18 0:30,130.046463,OK,10/16/18 0:30,143.0707162,OK,10/16/18 0:30,0,OK,10/16/18 0:30,13598301,OK,
10/16/18 0:45,2358870,OK,10/16/18 0:45,0,OK,10/16/18 0:45,9.526580811,OK,10/16/18 0:45,3.230478048,OK,10/16/18 0:45,9.653982162,OK,10/16/18 0:45,1133193.5,OK,10/16/18 0:45,25.06697083,OK,10/16/18 0:45,3409642.25,OK,10/16/18 0:45,58.31282425,OK,10/16/18 0:45,44.7862854,OK,10/16/18 0:45,48.78624725,OK,10/16/18 0:45,41.55580521,OK,10/16/18 0:45,24.28051083,OK,10/16/18 0:45,185.2348081,OK,10/16/18 0:45,3,OK,10/16/18 0:45,39279,OK,10/16/18 0:45,21.09420967,OK,10/16/18 0:45,0,OK,10/16/18 0:45,127.7977295,OK,10/16/18 0:45,148.8919373,OK,10/16/18 0:45,1366119,OK,10/16/18 0:45,0,OK,10/16/18 0:45,392790,OK,10/16/18 0:45,3213113,OK,10/16/18 0:45,5.190000057,OK,10/16/18 0:45,373765,OK,10/16/18 0:45,5.059999943,OK,10/16/18 0:45,57.95000076,OK,10/16/18 0:45,2767131,OK,10/16/18 0:45,5.310865402,OK,10/16/18 0:45,376.2931824,OK,10/16/18 0:45,10021530,OK,10/16/18 0:45,2948915,OK,10/16/18 0:45,125.4869614,OK,10/16/18 0:45,130.797821,OK,10/16/18 0:45,143.6650803,OK,10/16/18 0:45,115.8477859,OK,10/16/18 0:45,13598322,OK,
10/16/18 1:00,2358900,OK,10/16/18 1:00,0,OK,10/16/18 1:00,7.403186321,OK,10/16/18 1:00,2.758813381,OK,10/16/18 1:00,0,OK,10/16/18 1:00,1133195.375,OK,10/16/18 1:00,0,OK,10/16/18 1:00,3409647.5,OK,10/16/18 1:00,56.90042877,OK,10/16/18 1:00,44.39876556,OK,10/16/18 1:00,49.49723816,OK,10/16/18 1:00,41.63995361,OK,10/16/18 1:00,0,OK,10/16/18 1:00,0,OK,10/16/18 1:00,3,OK,10/16/18 1:00,39282,OK,10/16/18 1:00,22.10209084,OK,10/16/18 1:00,0,OK,10/16/18 1:00,127.8748474,OK,10/16/18 1:00,149.9769287,OK,10/16/18 1:00,1366119,OK,10/16/18 1:00,0,OK,10/16/18 1:00,392820,OK,10/16/18 1:00,3213147,OK,10/16/18 1:00,5.210000038,OK,10/16/18 1:00,373771,OK,10/16/18 1:00,5.279999733,OK,10/16/18 1:00,59.09999847,OK,10/16/18 1:00,2767177,OK,10/16/18 1:00,5.152487755,OK,10/16/18 1:00,365.5074463,OK,10/16/18 1:00,10021624,OK,10/16/18 1:00,2948932.5,OK,10/16/18 1:00,126.5420685,OK,10/16/18 1:00,131.6945648,OK,10/16/18 1:00,143.8637333,OK,10/16/18 1:00,0,OK,10/16/18 1:00,13598344.5,OK,
10/16/18 1:15,2358930,OK,10/16/18 1:15,0,OK,10/16/18 1:15,6.689570427,OK,10/16/18 1:15,2.792980909,OK,10/16/18 1:15,0,OK,10/16/18 1:15,1133195.375,OK,10/16/18 1:15,0,OK,10/16/18 1:15,3409647.5,OK,10/16/18 1:15,56.38551331,OK,10/16/18 1:15,44.4910202,OK,10/16/18 1:15,49.69593811,OK,10/16/18 1:15,41.69803619,OK,10/16/18 1:15,0,OK,10/16/18 1:15,0,OK,10/16/18 1:15,3,OK,10/16/18 1:15,39285,OK,10/16/18 1:15,21.97551155,OK,10/16/18 1:15,0,OK,10/16/18 1:15,128.7767029,OK,10/16/18 1:15,150.7522278,OK,10/16/18 1:15,1366119,OK,10/16/18 1:15,0,OK,10/16/18 1:15,392850,OK,10/16/18 1:15,3213178,OK,10/16/18 1:15,5.159999847,OK,10/16/18 1:15,373773,OK,10/16/18 1:15,5.070000172,OK,10/16/18 1:15,55.34000015,OK,10/16/18 1:15,2767192,OK,10/16/18 1:15,-5.46820879,OK,10/16/18 1:15,0,OK,10/16/18 1:15,10021681,OK,10/16/18 1:15,2948950.25,OK,10/16/18 1:15,119.4418793,OK,10/16/18 1:15,113.9736786,OK,10/16/18 1:15,143.6739509,OK,10/16/18 1:15,0,OK,10/16/18 1:15,13598344.5,OK,
10/16/18 1:30,2358940,OK,10/16/18 1:30,0,OK,10/16/18 1:30,7.666754723,OK,10/16/18 1:30,2.813606739,OK,10/16/18 1:30,7.889022827,OK,10/16/18 1:30,1133195.875,OK,10/16/18 1:30,21.80134201,OK,10/16/18 1:30,3409648.75,OK,10/16/18 1:30,57.49476624,OK,10/16/18 1:30,45.08783722,OK,10/16/18 1:30,49.82801056,OK,10/16/18 1:30,42.27423096,OK,10/16/18 1:30,24.69287056,OK,10/16/18 1:30,184.9726121,OK,10/16/18 1:30,3,OK,10/16/18 1:30,39286,OK,10/16/18 1:30,21.09339905,OK,10/16/18 1:30,0,OK,10/16/18 1:30,129.5482788,OK,10/16/18 1:30,150.6416626,OK,10/16/18 1:30,1366119,OK,10/16/18 1:30,0,OK,10/16/18 1:30,392860,OK,10/16/18 1:30,3213207,OK,10/16/18 1:30,5.210000038,OK,10/16/18 1:30,373775,OK,10/16/18 1:30,5.210000038,OK,10/16/18 1:30,54.02999878,OK,10/16/18 1:30,2767203,OK,10/16/18 1:30,2.614535809,OK,10/16/18 1:30,194.3301392,OK,10/16/18 1:30,10021688,OK,10/16/18 1:30,2948968.5,OK,10/16/18 1:30,101.8998871,OK,10/16/18 1:30,104.5144272,OK,10/16/18 1:30,149.8144057,OK,10/16/18 1:30,94.66827393,OK,10/16/18 1:30,13598350.5,OK,
10/16/18 1:45,2358960,OK,10/16/18 1:45,0,OK,10/16/18 1:45,8.471180916,OK,10/16/18 1:45,2.834844351,OK,10/16/18 1:45,9.222822189,OK,10/16/18 1:45,1133198.375,OK,10/16/18 1:45,21.93492317,OK,10/16/18 1:45,3409655.25,OK,10/16/18 1:45,57.89929962,OK,10/16/18 1:45,44.48658752,OK,10/16/18 1:45,49.42811966,OK,10/16/18 1:45,41.65174484,OK,10/16/18 1:45,26.08770843,OK,10/16/18 1:45,184.8126806,OK,10/16/18 1:45,3,OK,10/16/18 1:45,39288,OK,10/16/18 1:45,20.68883514,OK,10/16/18 1:45,0,OK,10/16/18 1:45,129.5252991,OK,10/16/18 1:45,150.2141266,OK,10/16/18 1:45,1366119,OK,10/16/18 1:45,0,OK,10/16/18 1:45,392880,OK,10/16/18 1:45,3213237,OK,10/16/18 1:45,5.190000057,OK,10/16/18 1:45,373775,OK,10/16/18 1:45,5.03000021,OK,10/16/18 1:45,53.22000122,OK,10/16/18 1:45,2767207,OK,10/16/18 1:45,3.648392677,OK,10/16/18 1:45,275.1170349,OK,10/16/18 1:45,10021743,OK,10/16/18 1:45,2948987.25,OK,10/16/18 1:45,99.3661499,OK,10/16/18 1:45,103.0145416,OK,10/16/18 1:45,151.9027776,OK,10/16/18 1:45,110.6738663,OK,10/16/18 1:45,13598380.5,OK,
10/16/18 2:00,2358970,OK,10/16/18 2:00,0,OK,10/16/18 2:00,7.310511589,OK,10/16/18 2:00,2.318345785,OK,10/16/18 2:00,0,OK,10/16/18 2:00,1133199.5,OK,10/16/18 2:00,0,OK,10/16/18 2:00,3409658,OK,10/16/18 2:00,57.1648941,OK,10/16/18 2:00,44.12511444,OK,10/16/18 2:00,49.85438538,OK,10/16/18 2:00,41.80676651,OK,10/16/18 2:00,0,OK,10/16/18 2:00,0,OK,10/16/18 2:00,3,OK,10/16/18 2:00,39289,OK,10/16/18 2:00,21.02127647,OK,10/16/18 2:00,0,OK,10/16/18 2:00,129.5397644,OK,10/16/18 2:00,150.5610352,OK,10/16/18 2:00,1366119,OK,10/16/18 2:00,0,OK,10/16/18 2:00,392890,OK,10/16/18 2:00,3213266,OK,10/16/18 2:00,5.170000076,OK,10/16/18 2:00,373777,OK,10/16/18 2:00,5.370000362,OK,10/16/18 2:00,51.75,OK,10/16/18 2:00,2767219,OK,10/16/18 2:00,2.636649132,OK,10/16/18 2:00,201.051712,OK,10/16/18 2:00,10021801,OK,10/16/18 2:00,2949006,OK,10/16/18 2:00,97.91622162,OK,10/16/18 2:00,100.5528717,OK,10/16/18 2:00,153.7861811,OK,10/16/18 2:00,0,OK,10/16/18 2:00,13598394,OK,
10/16/18 2:15,2358990,OK,10/16/18 2:15,0,OK,10/16/18 2:15,6.315772057,OK,10/16/18 2:15,2.436384201,OK,10/16/18 2:15,0,OK,10/16/18 2:15,1133199.5,OK,10/16/18 2:15,0,OK,10/16/18 2:15,3409658,OK,10/16/18 2:15,56.49721909,OK,10/16/18 2:15,44.25750732,OK,10/16/18 2:15,50.18144608,OK,10/16/18 2:15,41.82112122,OK,10/16/18 2:15,0,OK,10/16/18 2:15,0,OK,10/16/18 2:15,3,OK,10/16/18 2:15,39291,OK,10/16/18 2:15,21.73036957,OK,10/16/18 2:15,0,OK,10/16/18 2:15,129.1375427,OK,10/16/18 2:15,150.8679047,OK,10/16/18 2:15,1366119,OK,10/16/18 2:15,0,OK,10/16/18 2:15,392910,OK,10/16/18 2:15,3213294,OK,10/16/18 2:15,5.179999828,OK,10/16/18 2:15,373777,OK,10/16/18 2:15,5.03000021,OK,10/16/18 2:15,51.90999985,OK,10/16/18 2:15,2767222,OK,10/16/18 2:15,2.544287205,OK,10/16/18 2:15,203.5864258,OK,10/16/18 2:15,10021852,OK,10/16/18 2:15,2949025.5,OK,10/16/18 2:15,94.92205811,OK,10/16/18 2:15,97.46635437,OK,10/16/18 2:15,161.2774605,OK,10/16/18 2:15,0,OK,10/16/18 2:15,13598394,OK,
10/16/18 2:30,2359000,OK,10/16/18 2:30,0,OK,10/16/18 2:30,6.013824463,OK,10/16/18 2:30,2.597216606,OK,10/16/18 2:30,0,OK,10/16/18 2:30,1133199.5,OK,10/16/18 2:30,0,OK,10/16/18 2:30,3409658,OK,10/16/18 2:30,56.46081543,OK,10/16/18 2:30,44.63512421,OK,10/16/18 2:30,50.44699097,OK,10/16/18 2:30,42.03791046,OK,10/16/18 2:30,0,OK,10/16/18 2:30,0,OK,10/16/18 2:30,3,OK,10/16/18 2:30,39292,OK,10/16/18 2:30,21.41533279,OK,10/16/18 2:30,0,OK,10/16/18 2:30,129.2547913,OK,10/16/18 2:30,150.6701355,OK,10/16/18 2:30,1366119,OK,10/16/18 2:30,0,OK,10/16/18 2:30,392920,OK,10/16/18 2:30,3213322,OK,10/16/18 2:30,5.179999828,OK,10/16/18 2:30,373779,OK,10/16/18 2:30,5.300000191,OK,10/16/18 2:30,50.43000031,OK,10/16/18 2:30,2767234,OK,10/16/18 2:30,2.499991417,OK,10/16/18 2:30,204.6530914,OK,10/16/18 2:30,10021905,OK,10/16/18 2:30,2949045.75,OK,10/16/18 2:30,92.12400055,OK,10/16/18 2:30,94.62399292,OK,10/16/18 2:30,164.6906635,OK,10/16/18 2:30,0,OK,10/16/18 2:30,13598394,OK,
10/16/18 2:45,2359010,OK,10/16/18 2:45,0,OK,10/16/18 2:45,5.777365685,OK,10/16/18 2:45,2.368517637,OK,10/16/18 2:45,0,OK,10/16/18 2:45,1133199.5,OK,10/16/18 2:45,0,OK,10/16/18 2:45,3409658,OK,10/16/18 2:45,56.47392273,OK,10/16/18 2:45,44.72551727,OK,10/16/18 2:45,50.69655609,OK,10/16/18 2:45,42.35699463,OK,10/16/18 2:45,0,OK,10/16/18 2:45,0,OK,10/16/18 2:45,3,OK,10/16/18 2:45,39293,OK,10/16/18 2:45,20.88415527,OK,10/16/18 2:45,0,OK,10/16/18 2:45,129.5332794,OK,10/16/18 2:45,150.4174347,OK,10/16/18 2:45,1366119,OK,10/16/18 2:45,0,OK,10/16/18 2:45,392930,OK,10/16/18 2:45,3213350,OK,10/16/18 2:45,5.199999809,OK,10/16/18 2:45,373780,OK,10/16/18 2:45,5.179999828,OK,10/16/18 2:45,49.80999756,OK,10/16/18 2:45,2767238,OK,10/16/18 2:45,2.285401583,OK,10/16/18 2:45,194.0974579,OK,10/16/18 2:45,10021955,OK,10/16/18 2:45,2949066.75,OK,10/16/18 2:45,89.58009338,OK,10/16/18 2:45,91.86549377,OK,10/16/18 2:45,170.7518036,OK,10/16/18 2:45,0,OK,10/16/18 2:45,13598394,OK,
10/16/18 3:00,2359010,OK,10/16/18 3:00,0,OK,10/16/18 3:00,5.587042809,OK,10/16/18 3:00,2.542455912,OK,10/16/18 3:00,0,OK,10/16/18 3:00,1133199.5,OK,10/16/18 3:00,0,OK,10/16/18 3:00,3409658,OK,10/16/18 3:00,56.54818344,OK,10/16/18 3:00,45.14601517,OK,10/16/18 3:00,50.96114349,OK,10/16/18 3:00,42.6035614,OK,10/16/18 3:00,0,OK,10/16/18 3:00,0,OK,10/16/18 3:00,3,OK,10/16/18 3:00,39293,OK,10/16/18 3:00,20.93193436,OK,10/16/18 3:00,0,OK,10/16/18 3:00,129.3929596,OK,10/16/18 3:00,150.3248901,OK,10/16/18 3:00,1366119,OK,10/16/18 3:00,0,OK,10/16/18 3:00,392930,OK,10/16/18 3:00,3213377,OK,10/16/18 3:00,5.179999828,OK,10/16/18 3:00,373780,OK,10/16/18 3:00,5.320000172,OK,10/16/18 3:00,48.34000015,OK,10/16/18 3:00,2767241,OK,10/16/18 3:00,2.161061287,OK,10/16/18 3:00,189.0831757,OK,10/16/18 3:00,10022003,OK,10/16/18 3:00,2949088.25,OK,10/16/18 3:00,86.84362793,OK,10/16/18 3:00,89.00468445,OK,10/16/18 3:00,175.8191413,OK,10/16/18 3:00,0,OK,10/16/18 3:00,13598394,OK,
10/16/18 3:15,2359010,OK,10/16/18 3:15,0,OK,10/16/18 3:15,5.476781368,OK,10/16/18 3:15,2.514529467,OK,10/16/18 3:15,0,OK,10/16/18 3:15,1133199.5,OK,10/16/18 3:15,0,OK,10/16/18 3:15,3409658,OK,10/16/18 3:15,56.57265472,OK,10/16/18 3:15,45.45560837,OK,10/16/18 3:15,51.09587097,OK,10/16/18 3:15,42.94107819,OK,10/16/18 3:15,0,OK,10/16/18 3:15,0,OK,10/16/18 3:15,3,OK,10/16/18 3:15,39293,OK,10/16/18 3:15,20.41476059,OK,10/16/18 3:15,0,OK,10/16/18 3:15,129.953598,OK,10/16/18 3:15,150.3683472,OK,10/16/18 3:15,1366119,OK,10/16/18 3:15,0,OK,10/16/18 3:15,392930,OK,10/16/18 3:15,3213404,OK,10/16/18 3:15,5.190000057,OK,10/16/18 3:15,373782,OK,10/16/18 3:15,5.019999981,OK,10/16/18 3:15,51.90999985,OK,10/16/18 3:15,2767253,OK,10/16/18 3:15,2.169844389,OK,10/16/18 3:15,145.5696259,OK,10/16/18 3:15,10022042,OK,10/16/18 3:15,2949106.75,OK,10/16/18 3:15,84.02293396,OK,10/16/18 3:15,86.19277954,OK,10/16/18 3:15,134.7997744,OK,10/16/18 3:15,0,OK,10/16/18 3:15,13598394,OK,
10/16/18 3:30,2359010,OK,10/16/18 3:30,0,OK,10/16/18 3:30,5.302573681,OK,10/16/18 3:30,2.376477242,OK,10/16/18 3:30,4.834728241,OK,10/16/18 3:30,1133199.625,OK,10/16/18 3:30,17.67058563,OK,10/16/18 3:30,3409658.25,OK,10/16/18 3:30,56.59608459,OK,10/16/18 3:30,45.76335144,OK,10/16/18 3:30,51.29351044,OK,10/16/18 3:30,43.38687515,OK,10/16/18 3:30,21.85299239,OK,10/16/18 3:30,177.5569039,OK,10/16/18 3:30,3,OK,10/16/18 3:30,39293,OK,10/16/18 3:30,21.62596893,OK,10/16/18 3:30,0,OK,10/16/18 3:30,129.9062195,OK,10/16/18 3:30,151.5321808,OK,10/16/18 3:30,1366119,OK,10/16/18 3:30,0,OK,10/16/18 3:30,392930,OK,10/16/18 3:30,3213429,OK,10/16/18 3:30,5.190000057,OK,10/16/18 3:30,373783,OK,10/16/18 3:30,5.370000362,OK,10/16/18 3:30,48.18000031,OK,10/16/18 3:30,2767260,OK,10/16/18 3:30,2.284045696,OK,10/16/18 3:30,156.3341675,OK,10/16/18 3:30,10022080,OK,10/16/18 3:30,2949123.75,OK,10/16/18 3:30,81.21740723,OK,10/16/18 3:30,83.50144958,OK,10/16/18 3:30,137.5199541,OK,10/16/18 3:30,58.01673889,OK,10/16/18 3:30,13598395.5,OK,
10/16/18 3:45,2359020,OK,10/16/18 3:45,0,OK,10/16/18 3:45,8.684884071,OK,10/16/18 3:45,2.692804813,OK,10/16/18 3:45,0,OK,10/16/18 3:45,1133201.5,OK,10/16/18 3:45,0,OK,10/16/18 3:45,3409662.5,OK,10/16/18 3:45,59.25088501,OK,10/16/18 3:45,44.41697693,OK,10/16/18 3:45,50.56600189,OK,10/16/18 3:45,41.7241745,OK,10/16/18 3:45,0,OK,10/16/18 3:45,0,OK,10/16/18 3:45,3,OK,10/16/18 3:45,39294,OK,10/16/18 3:45,20.98427963,OK,10/16/18 3:45,0,OK,10/16/18 3:45,130.4387665,OK,10/16/18 3:45,151.4230347,OK,10/16/18 3:45,1366119,OK,10/16/18 3:45,0,OK,10/16/18 3:45,392940,OK,10/16/18 3:45,3213458,OK,10/16/18 3:45,5.170000076,OK,10/16/18 3:45,373785,OK,10/16/18 3:45,5.259999752,OK,10/16/18 3:45,52.56000137,OK,10/16/18 3:45,2767275,OK,10/16/18 3:45,4.167270184,OK,10/16/18 3:45,398.5514221,OK,10/16/18 3:45,10022153,OK,10/16/18 3:45,2949145.75,OK,10/16/18 3:45,84.15956116,OK,10/16/18 3:45,88.326828,OK,10/16/18 3:45,192.1970242,OK,10/16/18 3:45,0,OK,10/16/18 3:45,13598418,OK,
