OSU_RTS.CALC.1101_DWC Time [SNAP],OSU_RTS.CALC.1101_DWC Value [SNAP],OSU_RTS.CALC.1101_DWC Status [SNAP],OSU_RTS.CALC.1101_GPALARM Time [SNAP],OSU_RTS.CALC.1101_GPALARM Value [SNAP],OSU_RTS.CALC.1101_GPALARM Status [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CDT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_CHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Time [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Value [SNAP],OSU_RTS.MDBUS_RH.1101_CRT Status [SNAP],OSU_RTS.MDBUS_RH.1101_CST Time [SNAP],OSU_RTS.MDBUS_RH.1101_CST Value [SNAP],OSU_RTS.MDBUS_RH.1101_CST Status [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_CVF Status [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Time [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Value [SNAP],OSU_RTS.MDBUS_RH.1101_D1H Status [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Time [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Value [SNAP],OSU_RTS.MDBUS_RH.1101_D1L Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHD Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHR Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHS Status [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_DHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_DVF Status [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Time [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Value [SNAP],OSU_RTS.MDBUS_RH.1101_DWC Status [SNAP],OSU_RTS.MDBUS_RH.1101_EC Time [SNAP],OSU_RTS.MDBUS_RH.1101_EC Value [SNAP],OSU_RTS.MDBUS_RH.1101_EC Status [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GBV Status [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GCV Status [SNAP],OSU_RTS.MDBUS_RH.1101_GP Time [SNAP],OSU_RTS.MDBUS_RH.1101_GP Value [SNAP],OSU_RTS.MDBUS_RH.1101_GP Status [SNAP],OSU_RTS.MDBUS_RH.1101_GT Time [SNAP],OSU_RTS.MDBUS_RH.1101_GT Value [SNAP],OSU_RTS.MDBUS_RH.1101_GT Status [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Time [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Value [SNAP],OSU_RTS.MDBUS_RH.1101_GUV Status [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HDT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HF Status [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HGT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HHF Status [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HHT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HMT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Time [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Value [SNAP],OSU_RTS.MDBUS_RH.1101_HRT Status [SNAP],OSU_RTS.MDBUS_RH.1101_HST Time [SNAP],OSU_RTS.MDBUS_RH.1101_HST Value [SNAP],OSU_RTS.MDBUS_RH.1101_HST Status [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Time [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Value [SNAP],OSU_RTS.MDBUS_RH.1101_HVF Status [SNAP],Comments
10/16/18 5:15,1714450,UNRELIABLE,10/16/18 5:15,0,OK,10/16/18 5:15,1.660696864,OK,10/16/18 5:15,9.358636856,OK,10/16/18 5:15,1185173.5,OK,10/16/18 5:15,43.43449402,OK,10/16/18 5:15,41.7737999,OK,10/16/18 5:15,134.5269174,OK,,,,,,,10/16/18 5:15,19.1778183,OK,10/16/18 5:15,55.44197083,OK,10/16/18 5:15,125.7298889,OK,10/16/18 5:15,144.9077148,OK,10/16/18 5:15,1976564.75,OK,10/16/18 5:15,5.878688637,OK,10/16/18 5:15,403730,UNRELIABLE,10/16/18 5:15,3183408,OK,10/16/18 5:15,5.710000038,OK,10/16/18 5:15,214308,OK,10/16/18 5:15,5.070000172,OK,10/16/18 5:15,53.86999893,OK,10/16/18 5:15,1578526,OK,10/16/18 5:15,6.415632248,OK,10/16/18 5:15,112.3036423,OK,10/16/18 5:15,14222082,OK,10/16/18 5:15,454.7612,OK,10/16/18 5:15,6791188.5,OK,10/16/18 5:15,2218009.5,OK,10/16/18 5:15,116.3414307,OK,10/16/18 5:15,122.7570648,OK,10/16/18 5:15,143.4961316,OK,
10/16/18 5:30,1714450,UNRELIABLE,10/16/18 5:30,0,OK,10/16/18 5:30,1.805582047,OK,10/16/18 5:30,10.2169466,OK,10/16/18 5:30,1185175.875,OK,10/16/18 5:30,43.5105896,OK,10/16/18 5:30,41.70500946,OK,10/16/18 5:30,135.0799476,OK,,,,,,,10/16/18 5:30,21.3492794,OK,10/16/18 5:30,62.97473907,OK,10/16/18 5:30,123.545105,OK,10/16/18 5:30,144.8943787,OK,10/16/18 5:30,1976579.5,OK,10/16/18 5:30,6.003844745,OK,10/16/18 5:30,403730,UNRELIABLE,10/16/18 5:30,3183433,OK,10/16/18 5:30,5.699999809,OK,10/16/18 5:30,214310,OK,10/16/18 5:30,5.079999924,OK,10/16/18 5:30,53.86999893,OK,10/16/18 5:30,1578545,OK,10/16/18 5:30,6.414579391,OK,10/16/18 5:30,122.6033592,OK,10/16/18 5:30,14222110.5,OK,10/16/18 5:30,450.8425903,OK,10/16/18 5:30,6791300.5,OK,10/16/18 5:30,2218027.25,OK,10/16/18 5:30,119.3921432,OK,10/16/18 5:30,125.8067169,OK,10/16/18 5:30,142.3862461,OK,
10/16/18 5:45,1714450,UNRELIABLE,10/16/18 5:45,0,OK,10/16/18 5:45,1.667432189,OK,10/16/18 5:45,9.392297745,OK,10/16/18 5:45,1185178.25,OK,10/16/18 5:45,43.35610199,OK,10/16/18 5:45,41.68867493,OK,10/16/18 5:45,134.4659461,OK,,,,,,,10/16/18 5:45,20.26391983,OK,10/16/18 5:45,61.18641663,OK,10/16/18 5:45,124.8983765,OK,10/16/18 5:45,145.1622925,OK,10/16/18 5:45,1976595.125,OK,10/16/18 5:45,6.145879955,OK,10/16/18 5:45,403730,UNRELIABLE,10/16/18 5:45,3183458,OK,10/16/18 5:45,5.699999809,OK,10/16/18 5:45,214312,OK,10/16/18 5:45,5.039999962,OK,10/16/18 5:45,51.92000198,OK,10/16/18 5:45,1578560,OK,10/16/18 5:45,2.206185341,OK,10/16/18 5:45,112.7075729,OK,10/16/18 5:45,14222139,OK,10/16/18 5:45,153.1069336,OK,10/16/18 5:45,6791394,OK,10/16/18 5:45,2218044.75,OK,10/16/18 5:45,119.2838745,OK,10/16/18 5:45,121.4900513,OK,10/16/18 5:45,140.4489841,OK,
10/16/18 6:00,1714450,UNRELIABLE,10/16/18 6:00,0,OK,10/16/18 6:00,1.631676435,OK,10/16/18 6:00,9.190140724,OK,10/16/18 6:00,1185180.5,OK,10/16/18 6:00,43.35719299,OK,10/16/18 6:00,41.72551727,OK,10/16/18 6:00,134.4546584,OK,,,,,,,10/16/18 6:00,34.59938431,OK,10/16/18 6:00,125.4619217,OK,10/16/18 6:00,110.5712891,OK,10/16/18 6:00,145.1706848,OK,10/16/18 6:00,1976612.375,OK,10/16/18 6:00,7.38322719,OK,10/16/18 6:00,403730,UNRELIABLE,10/16/18 6:00,3183482,OK,10/16/18 6:00,5.710000038,OK,10/16/18 6:00,214313,OK,10/16/18 6:00,5.170000076,OK,10/16/18 6:00,49,OK,10/16/18 6:00,1578563,OK,10/16/18 6:00,1.740609765,OK,10/16/18 6:00,110.2816887,OK,10/16/18 6:00,14222166,OK,10/16/18 6:00,123.9853897,OK,10/16/18 6:00,6791422.5,OK,10/16/18 6:00,2218062.25,OK,10/16/18 6:00,108.9227905,OK,10/16/18 6:00,110.6633911,OK,10/16/18 6:00,143.7855417,OK,
10/16/18 6:15,1714450,UNRELIABLE,10/16/18 6:15,0,OK,10/16/18 6:15,1.671417952,OK,10/16/18 6:15,9.454948425,OK,10/16/18 6:15,1185182.875,OK,10/16/18 6:15,43.37648773,OK,10/16/18 6:15,41.7050705,OK,10/16/18 6:15,135.0393055,OK,,,,,,,10/16/18 6:15,20.11360741,OK,10/16/18 6:15,59.06641388,OK,10/16/18 6:15,124.7819214,OK,10/16/18 6:15,144.8955231,OK,10/16/18 6:15,1976635.125,OK,10/16/18 6:15,5.976908883,OK,10/16/18 6:15,403730,UNRELIABLE,10/16/18 6:15,3183508,OK,10/16/18 6:15,5.699999809,OK,10/16/18 6:15,214315,OK,10/16/18 6:15,5.039999962,OK,10/16/18 6:15,53.54999924,OK,10/16/18 6:15,1578582,OK,10/16/18 6:15,7.598516464,OK,10/16/18 6:15,113.4593811,OK,10/16/18 6:15,14222194.5,OK,10/16/18 6:15,541.574646,OK,10/16/18 6:15,6791553,OK,10/16/18 6:15,2218080.25,OK,10/16/18 6:15,113.9686127,OK,10/16/18 6:15,121.5671234,OK,10/16/18 6:15,144.2457071,OK,
10/16/18 6:30,1714450,UNRELIABLE,10/16/18 6:30,0,OK,10/16/18 6:30,1.537886381,OK,10/16/18 6:30,8.665761948,OK,10/16/18 6:30,1185185,OK,10/16/18 6:30,43.42178726,OK,10/16/18 6:30,41.88389969,OK,10/16/18 6:30,134.5147752,OK,,,,,,,10/16/18 6:30,34.72861862,OK,10/16/18 6:30,123.8861389,OK,10/16/18 6:30,110.4236832,OK,10/16/18 6:30,145.152298,OK,10/16/18 6:30,1976661.875,OK,10/16/18 6:30,7.263336996,OK,10/16/18 6:30,403730,UNRELIABLE,10/16/18 6:30,3183534,OK,10/16/18 6:30,5.699999809,OK,10/16/18 6:30,214318,OK,10/16/18 6:30,5.259999752,OK,10/16/18 6:30,53.54999924,OK,10/16/18 6:30,1578601,OK,10/16/18 6:30,6.599888802,OK,10/16/18 6:30,103.9891434,OK,10/16/18 6:30,14222220,OK,10/16/18 6:30,467.8330383,OK,10/16/18 6:30,6791670.5,OK,10/16/18 6:30,2218098,OK,10/16/18 6:30,117.6407928,OK,10/16/18 6:30,124.2406845,OK,10/16/18 6:30,143.5502342,OK,
10/16/18 6:45,1714450,UNRELIABLE,10/16/18 6:45,0,OK,10/16/18 6:45,1.586561561,OK,10/16/18 6:45,8.993541718,OK,10/16/18 6:45,1185187.25,OK,10/16/18 6:45,43.42736053,OK,10/16/18 6:45,41.84079742,OK,10/16/18 6:45,135.3196334,OK,,,,,,,10/16/18 6:45,28.69558716,OK,10/16/18 6:45,99.06478119,OK,10/16/18 6:45,116.3358765,OK,10/16/18 6:45,145.0314636,OK,10/16/18 6:45,1976693.875,OK,10/16/18 6:45,7.028273701,OK,10/16/18 6:45,403730,UNRELIABLE,10/16/18 6:45,3183559,OK,10/16/18 6:45,5.71999979,OK,10/16/18 6:45,214321,OK,10/16/18 6:45,5.039999962,OK,10/16/18 6:45,53.54999924,OK,10/16/18 6:45,1578624,OK,10/16/18 6:45,6.415530205,OK,10/16/18 6:45,107.9225006,OK,10/16/18 6:45,14222247,OK,10/16/18 6:45,447.8786621,OK,10/16/18 6:45,6791786,OK,10/16/18 6:45,2218115.75,OK,10/16/18 6:45,120.3215408,OK,10/16/18 6:45,126.7370758,OK,10/16/18 6:45,141.4559541,OK,
10/16/18 7:00,1714450,UNRELIABLE,10/16/18 7:00,0,OK,10/16/18 7:00,1.789573193,OK,10/16/18 7:00,10.07657146,OK,10/16/18 7:00,1185189.625,OK,10/16/18 7:00,43.56260681,OK,10/16/18 7:00,41.77303314,OK,10/16/18 7:00,134.6716712,OK,,,,,,,10/16/18 7:00,23.99093628,OK,10/16/18 7:00,81.29302216,OK,10/16/18 7:00,121.0550842,OK,10/16/18 7:00,145.0460205,OK,10/16/18 7:00,1976717.75,OK,10/16/18 7:00,6.897636017,OK,10/16/18 7:00,403730,UNRELIABLE,10/16/18 7:00,3183584,OK,10/16/18 7:00,5.699999809,OK,10/16/18 7:00,214322,OK,10/16/18 7:00,5.079999924,OK,10/16/18 7:00,50.18999863,OK,10/16/18 7:00,1578636,OK,10/16/18 7:00,2.582026958,OK,10/16/18 7:00,121.1488266,OK,10/16/18 7:00,14222275.5,OK,10/16/18 7:00,179.2639008,OK,10/16/18 7:00,6791876,OK,10/16/18 7:00,2218133,OK,10/16/18 7:00,119.2558899,OK,10/16/18 7:00,121.8379211,OK,10/16/18 7:00,140.5186632,OK,
10/16/18 7:15,1714450,UNRELIABLE,10/16/18 7:15,0,OK,10/16/18 7:15,1.778988123,OK,10/16/18 7:15,10.08595276,OK,10/16/18 7:15,1185192.125,OK,10/16/18 7:15,43.42155075,OK,10/16/18 7:15,41.64256287,OK,10/16/18 7:15,135.3416798,OK,,,,,,,10/16/18 7:15,21.7694397,OK,10/16/18 7:15,128.2759552,OK,10/16/18 7:15,123.6110535,OK,10/16/18 7:15,145.3804932,OK,10/16/18 7:15,1976741.75,OK,10/16/18 7:15,11.99485557,OK,10/16/18 7:15,403730,UNRELIABLE,10/16/18 7:15,3183611,OK,10/16/18 7:15,5.710000038,OK,10/16/18 7:15,214322,OK,10/16/18 7:15,5.039999962,OK,10/16/18 7:15,47.86000061,OK,10/16/18 7:15,1578636,OK,10/16/18 7:15,1.7381109,OK,10/16/18 7:15,121.0314331,OK,10/16/18 7:15,14222305.5,OK,10/16/18 7:15,123.2306595,OK,10/16/18 7:15,6791905.5,OK,10/16/18 7:15,2218150.5,OK,10/16/18 7:15,108.7135925,OK,10/16/18 7:15,110.4517059,OK,10/16/18 7:15,143.1082006,OK,
10/16/18 7:30,1714450,UNRELIABLE,10/16/18 7:30,0,OK,10/16/18 7:30,1.685820818,OK,10/16/18 7:30,9.577925682,OK,10/16/18 7:30,1185194.625,OK,10/16/18 7:30,43.41345978,OK,10/16/18 7:30,41.72763824,OK,10/16/18 7:30,135.4131656,OK,,,,,,,10/16/18 7:30,21.25320816,OK,10/16/18 7:30,82.17930603,OK,10/16/18 7:30,124.5592499,OK,10/16/18 7:30,145.8124695,OK,10/16/18 7:30,1976772.875,OK,10/16/18 7:30,7.871665711,OK,10/16/18 7:30,403730,UNRELIABLE,10/16/18 7:30,3183640,OK,10/16/18 7:30,5.699999809,OK,10/16/18 7:30,214327,OK,10/16/18 7:30,5.119999886,OK,10/16/18 7:30,54.36000061,OK,10/16/18 7:30,1578673,OK,10/16/18 7:30,7.451066971,OK,10/16/18 7:30,114.9351082,OK,10/16/18 7:30,14222335.5,OK,10/16/18 7:30,519.1921387,OK,10/16/18 7:30,6792034.5,OK,10/16/18 7:30,2218168.25,OK,10/16/18 7:30,114.253418,OK,10/16/18 7:30,121.7044907,OK,10/16/18 7:30,141.0254442,OK,
10/16/18 7:45,1714450,UNRELIABLE,10/16/18 7:45,0,OK,10/16/18 7:45,1.634824514,OK,10/16/18 7:45,9.439729691,OK,10/16/18 7:45,1185197,OK,10/16/18 7:45,43.43103027,OK,10/16/18 7:45,41.79620743,OK,10/16/18 7:45,137.9869556,OK,,,,,,,10/16/18 7:45,20.36710739,OK,10/16/18 7:45,134.3772736,OK,10/16/18 7:45,124.999115,OK,10/16/18 7:45,145.3662262,OK,10/16/18 7:45,1976800.75,OK,10/16/18 7:45,13.42976892,OK,10/16/18 7:45,403730,UNRELIABLE,10/16/18 7:45,3183669,OK,10/16/18 7:45,5.699999809,OK,10/16/18 7:45,214331,OK,10/16/18 7:45,4.990000248,OK,10/16/18 7:45,54.36000061,OK,10/16/18 7:45,1578700,OK,10/16/18 7:45,6.32807827,OK,10/16/18 7:45,113.2767563,OK,10/16/18 7:45,14222364,OK,10/16/18 7:45,440.6473083,OK,10/16/18 7:45,6792148.5,OK,10/16/18 7:45,2218185.75,OK,10/16/18 7:45,118.4272003,OK,10/16/18 7:45,124.7552795,OK,10/16/18 7:45,141.0334196,OK,
10/16/18 8:00,1714450,UNRELIABLE,10/16/18 8:00,0,OK,10/16/18 8:00,1.656390429,OK,10/16/18 8:00,9.380921364,OK,10/16/18 8:00,1185199.375,OK,10/16/18 8:00,43.44129181,OK,10/16/18 8:00,41.78490067,OK,10/16/18 8:00,135.1670262,OK,,,,,,,10/16/18 8:00,19.54162788,OK,10/16/18 8:00,115.6671371,OK,10/16/18 8:00,125.2798462,OK,10/16/18 8:00,144.8214722,OK,10/16/18 8:00,1976824.875,OK,10/16/18 8:00,12.04643742,OK,10/16/18 8:00,403730,UNRELIABLE,10/16/18 8:00,3183698,OK,10/16/18 8:00,5.71999979,OK,10/16/18 8:00,214334,OK,10/16/18 8:00,5.259999752,OK,10/16/18 8:00,54.68000031,OK,10/16/18 8:00,1578723,OK,10/16/18 8:00,6.313006878,OK,10/16/18 8:00,112.5710564,OK,10/16/18 8:00,14222392.5,OK,10/16/18 8:00,440.4017029,OK,10/16/18 8:00,6792258.5,OK,10/16/18 8:00,2218203.25,OK,10/16/18 8:00,120.7014008,OK,10/16/18 8:00,127.0144119,OK,10/16/18 8:00,141.3606071,OK,
10/16/18 8:15,1714450,UNRELIABLE,10/16/18 8:15,0,OK,10/16/18 8:15,1.787481904,OK,10/16/18 8:15,10.12301636,OK,10/16/18 8:15,1185201.75,OK,10/16/18 8:15,43.40557098,OK,10/16/18 8:15,41.61809158,OK,10/16/18 8:15,135.1934346,OK,,,,,,,10/16/18 8:15,18.29400253,OK,10/16/18 8:15,123.5307083,OK,10/16/18 8:15,125.9612732,OK,10/16/18 8:15,144.2552795,OK,10/16/18 8:15,1976851.5,OK,10/16/18 8:15,13.74058649,OK,10/16/18 8:15,403730,UNRELIABLE,10/16/18 8:15,3183727,OK,10/16/18 8:15,5.710000038,OK,10/16/18 8:15,214337,OK,10/16/18 8:15,5.039999962,OK,10/16/18 8:15,54.20000076,OK,10/16/18 8:15,1578746,OK,10/16/18 8:15,1.401816726,OK,10/16/18 8:15,121.4761963,OK,10/16/18 8:15,14222421,OK,10/16/18 8:15,97.87979126,OK,10/16/18 8:15,6792364.5,OK,10/16/18 8:15,2218220.75,OK,10/16/18 8:15,122.0030823,OK,10/16/18 8:15,123.4049072,OK,10/16/18 8:15,141.3726516,OK,
10/16/18 8:30,1714450,UNRELIABLE,10/16/18 8:30,0,OK,10/16/18 8:30,2.020889759,OK,10/16/18 8:30,11.39042187,OK,10/16/18 8:30,1185204.375,OK,10/16/18 8:30,43.65544891,OK,10/16/18 8:30,41.63455963,OK,10/16/18 8:30,134.5503228,OK,,,,,,,10/16/18 8:30,18.17288589,OK,10/16/18 8:30,136.3876343,OK,10/16/18 8:30,126.5696487,OK,10/16/18 8:30,144.7425385,OK,10/16/18 8:30,1976878.25,OK,10/16/18 8:30,15.27336149,OK,10/16/18 8:30,403730,UNRELIABLE,10/16/18 8:30,3183758,OK,10/16/18 8:30,5.699999809,OK,10/16/18 8:30,214338,OK,10/16/18 8:30,5.119999886,OK,10/16/18 8:30,51.43000031,OK,10/16/18 8:30,1578753,OK,10/16/18 8:30,1.427785397,OK,10/16/18 8:30,136.6850624,OK,10/16/18 8:30,14222452.5,OK,10/16/18 8:30,102.330307,OK,10/16/18 8:30,6792394.5,OK,10/16/18 8:30,2218238.5,OK,10/16/18 8:30,110.7533417,OK,10/16/18 8:30,112.1811218,OK,10/16/18 8:30,144.7248996,OK,
10/16/18 8:45,1714450,UNRELIABLE,10/16/18 8:45,0,OK,10/16/18 8:45,2.069674015,OK,10/16/18 8:45,11.69698715,OK,10/16/18 8:45,1185207.25,OK,10/16/18 8:45,43.78239441,OK,10/16/18 8:45,41.71272278,OK,10/16/18 8:45,134.9145797,OK,,,,,,,10/16/18 8:45,18.49724197,OK,10/16/18 8:45,115.4136047,OK,10/16/18 8:45,125.771492,OK,10/16/18 8:45,144.2687378,OK,10/16/18 8:45,1976908.5,OK,10/16/18 8:45,12.69676984,OK,10/16/18 8:45,403730,UNRELIABLE,10/16/18 8:45,3183790,OK,10/16/18 8:45,5.710000038,OK,10/16/18 8:45,214342,OK,10/16/18 8:45,5.079999924,OK,10/16/18 8:45,55.66999817,OK,10/16/18 8:45,1578780,OK,10/16/18 8:45,9.109278679,OK,10/16/18 8:45,140.3638458,OK,10/16/18 8:45,14222487,OK,10/16/18 8:45,646.7289429,OK,10/16/18 8:45,6792507.5,OK,10/16/18 8:45,2218256.5,OK,10/16/18 8:45,112.5035324,OK,10/16/18 8:45,121.6128082,OK,10/16/18 8:45,143.6866465,OK,
10/16/18 9:00,1714450,UNRELIABLE,10/16/18 9:00,0,OK,10/16/18 9:00,1.393456936,OK,10/16/18 9:00,7.836828709,OK,10/16/18 9:00,1185209.75,OK,10/16/18 9:00,43.09458542,OK,10/16/18 9:00,41.7011261,OK,10/16/18 9:00,134.2562577,OK,,,,,,,10/16/18 9:00,18.76038742,OK,10/16/18 9:00,124.4369965,OK,10/16/18 9:00,126.164299,OK,10/16/18 9:00,144.9246826,OK,10/16/18 9:00,1976941.5,OK,10/16/18 9:00,13.49942872,OK,10/16/18 9:00,403730,UNRELIABLE,10/16/18 9:00,3183821,OK,10/16/18 9:00,5.710000038,OK,10/16/18 9:00,214346,OK,10/16/18 9:00,5.119999886,OK,10/16/18 9:00,56.63999939,OK,10/16/18 9:00,1578810,OK,10/16/18 9:00,6.126093864,OK,10/16/18 9:00,94.0419445,OK,10/16/18 9:00,14222517,OK,10/16/18 9:00,429.2301331,OK,10/16/18 9:00,6792621.5,OK,10/16/18 9:00,2218274.25,OK,10/16/18 9:00,117.6666412,OK,10/16/18 9:00,123.7927399,OK,10/16/18 9:00,141.8762912,OK,
10/16/18 9:15,1714450,UNRELIABLE,10/16/18 9:15,0,OK,10/16/18 9:15,1.346039057,OK,10/16/18 9:15,7.57859993,OK,10/16/18 9:15,1185211.5,OK,10/16/18 9:15,43.13275528,OK,10/16/18 9:15,41.78671265,OK,10/16/18 9:15,134.4060653,OK,,,,,,,10/16/18 9:15,18.62901497,OK,10/16/18 9:15,108.3748016,OK,10/16/18 9:15,125.6973572,OK,10/16/18 9:15,144.3263702,OK,10/16/18 9:15,1976965.625,OK,10/16/18 9:15,11.83828709,OK,10/16/18 9:15,403730,UNRELIABLE,10/16/18 9:15,3183852,OK,10/16/18 9:15,5.710000038,OK,10/16/18 9:15,214349,OK,10/16/18 9:15,5.119999886,OK,10/16/18 9:15,56.48000336,OK,10/16/18 9:15,1578833,OK,10/16/18 9:15,2.436448574,OK,10/16/18 9:15,90.94319916,OK,10/16/18 9:15,14222538,OK,10/16/18 9:15,167.4683533,OK,10/16/18 9:15,6792726,OK,10/16/18 9:15,2218291.5,OK,10/16/18 9:15,120.7077866,OK,10/16/18 9:15,123.1442413,OK,10/16/18 9:15,139.1583983,OK,
10/16/18 9:30,1714450,UNRELIABLE,10/16/18 9:30,0,OK,10/16/18 9:30,1.251512647,OK,10/16/18 9:30,7.053423405,OK,10/16/18 9:30,1185213.25,OK,10/16/18 9:30,43.06380463,OK,10/16/18 9:30,41.81229401,OK,10/16/18 9:30,134.5404756,OK,,,,,,,10/16/18 9:30,17.70330048,OK,10/16/18 9:30,118.5382843,OK,10/16/18 9:30,126.7412262,OK,10/16/18 9:30,144.444519,OK,10/16/18 9:30,1977000.375,OK,10/16/18 9:30,13.38354708,OK,10/16/18 9:30,403730,UNRELIABLE,10/16/18 9:30,3183882,OK,10/16/18 9:30,5.710000038,OK,10/16/18 9:30,214350,OK,10/16/18 9:30,5.110000134,OK,10/16/18 9:30,54.52999878,OK,10/16/18 9:30,1578840,OK,10/16/18 9:30,1.105580688,OK,10/16/18 9:30,84.64108086,OK,10/16/18 9:30,14222559,OK,10/16/18 9:30,78.54563904,OK,10/16/18 9:30,6792740.5,OK,10/16/18 9:30,2218309,OK,10/16/18 9:30,110.889328,OK,10/16/18 9:30,111.9949112,OK,10/16/18 9:30,143.4550663,OK,
10/16/18 9:45,1714450,UNRELIABLE,10/16/18 9:45,0,OK,10/16/18 9:45,1.391699791,OK,10/16/18 9:45,7.815428734,OK,10/16/18 9:45,1185215.125,OK,10/16/18 9:45,43.17361069,OK,10/16/18 9:45,41.78191376,OK,10/16/18 9:45,134.0587114,OK,,,,,,,10/16/18 9:45,17.53775024,OK,10/16/18 9:45,109.0632095,OK,10/16/18 9:45,126.6466217,OK,10/16/18 9:45,144.1843719,OK,10/16/18 9:45,1977024.875,OK,10/16/18 9:45,12.65404539,OK,10/16/18 9:45,403730,UNRELIABLE,10/16/18 9:45,3183911,OK,10/16/18 9:45,5.71999979,OK,10/16/18 9:45,214352,OK,10/16/18 9:45,5.210000038,OK,10/16/18 9:45,56.79999924,OK,10/16/18 9:45,1578855,OK,10/16/18 9:45,11.67426968,OK,10/16/18 9:45,93.78514481,OK,10/16/18 9:45,14222581.5,OK,10/16/18 9:45,833.8700562,OK,10/16/18 9:45,6792798.5,OK,10/16/18 9:45,2218327,OK,10/16/18 9:45,110.335434,OK,10/16/18 9:45,122.0097122,OK,10/16/18 9:45,144.5321061,OK,
