OSU_RTS.CALC.1110_DW1 Time [SNAP],OSU_RTS.CALC.1110_DW1 Value [SNAP],OSU_RTS.CALC.1110_DW1 Status [SNAP],OSU_RTS.CALC.1110_DW2 Time [SNAP],OSU_RTS.CALC.1110_DW2 Value [SNAP],OSU_RTS.CALC.1110_DW2 Status [SNAP],OSU_RTS.MDBUS_RH.1110_CD Time [SNAP],OSU_RTS.MDBUS_RH.1110_CD Value [SNAP],OSU_RTS.MDBUS_RH.1110_CD Status [SNAP],OSU_RTS.MDBUS_RH.1110_CDT Time [SNAP],OSU_RTS.MDBUS_RH.1110_CDT Value [SNAP],OSU_RTS.MDBUS_RH.1110_CDT Status [SNAP],OSU_RTS.MDBUS_RH.1110_CF Time [SNAP],OSU_RTS.MDBUS_RH.1110_CF Value [SNAP],OSU_RTS.MDBUS_RH.1110_CF Status [SNAP],OSU_RTS.MDBUS_RH.1110_CH Time [SNAP],OSU_RTS.MDBUS_RH.1110_CH Value [SNAP],OSU_RTS.MDBUS_RH.1110_CH Status [SNAP],OSU_RTS.MDBUS_RH.1110_CHF Time [SNAP],OSU_RTS.MDBUS_RH.1110_CHF Value [SNAP],OSU_RTS.MDBUS_RH.1110_CHF Status [SNAP],OSU_RTS.MDBUS_RH.1110_CHT Time [SNAP],OSU_RTS.MDBUS_RH.1110_CHT Value [SNAP],OSU_RTS.MDBUS_RH.1110_CHT Status [SNAP],OSU_RTS.MDBUS_RH.1110_CR Time [SNAP],OSU_RTS.MDBUS_RH.1110_CR Value [SNAP],OSU_RTS.MDBUS_RH.1110_CR Status [SNAP],OSU_RTS.MDBUS_RH.1110_CRT Time [SNAP],OSU_RTS.MDBUS_RH.1110_CRT Value [SNAP],OSU_RTS.MDBUS_RH.1110_CRT Status [SNAP],OSU_RTS.MDBUS_RH.1110_CS Time [SNAP],OSU_RTS.MDBUS_RH.1110_CS Value [SNAP],OSU_RTS.MDBUS_RH.1110_CS Status [SNAP],OSU_RTS.MDBUS_RH.1110_CST Time [SNAP],OSU_RTS.MDBUS_RH.1110_CST Value [SNAP],OSU_RTS.MDBUS_RH.1110_CST Status [SNAP],OSU_RTS.MDBUS_RH.1110_CV Time [SNAP],OSU_RTS.MDBUS_RH.1110_CV Value [SNAP],OSU_RTS.MDBUS_RH.1110_CV Status [SNAP],OSU_RTS.MDBUS_RH.1110_CVF Time [SNAP],OSU_RTS.MDBUS_RH.1110_CVF Value [SNAP],OSU_RTS.MDBUS_RH.1110_CVF Status [SNAP],OSU_RTS.MDBUS_RH.1110_D1H Time [SNAP],OSU_RTS.MDBUS_RH.1110_D1H Value [SNAP],OSU_RTS.MDBUS_RH.1110_D1H Status [SNAP],OSU_RTS.MDBUS_RH.1110_D1L Time [SNAP],OSU_RTS.MDBUS_RH.1110_D1L Value [SNAP],OSU_RTS.MDBUS_RH.1110_D1L Status [SNAP],OSU_RTS.MDBUS_RH.1110_D2H Time [SNAP],OSU_RTS.MDBUS_RH.1110_D2H Value [SNAP],OSU_RTS.MDBUS_RH.1110_D2H Status [SNAP],OSU_RTS.MDBUS_RH.1110_D2L Time [SNAP],OSU_RTS.MDBUS_RH.1110_D2L Value [SNAP],OSU_RTS.MDBUS_RH.1110_D2L Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHD Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHD Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHD Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHF Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHF Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHF Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHR Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHR Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHR Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHS Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHS Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHS Status [SNAP],OSU_RTS.MDBUS_RH.1110_DHT Time [SNAP],OSU_RTS.MDBUS_RH.1110_DHT Value [SNAP],OSU_RTS.MDBUS_RH.1110_DHT Status [SNAP],OSU_RTS.MDBUS_RH.1110_DVF Time [SNAP],OSU_RTS.MDBUS_RH.1110_DVF Value [SNAP],OSU_RTS.MDBUS_RH.1110_DVF Status [SNAP],OSU_RTS.MDBUS_RH.1110_EC Time [SNAP],OSU_RTS.MDBUS_RH.1110_EC Value [SNAP],OSU_RTS.MDBUS_RH.1110_EC Status [SNAP],OSU_RTS.MDBUS_RH.1110_GBV Time [SNAP],OSU_RTS.MDBUS_RH.1110_GBV Value [SNAP],OSU_RTS.MDBUS_RH.1110_GBV Status [SNAP],OSU_RTS.MDBUS_RH.1110_GCV Time [SNAP],OSU_RTS.MDBUS_RH.1110_GCV Value [SNAP],OSU_RTS.MDBUS_RH.1110_GCV Status [SNAP],OSU_RTS.MDBUS_RH.1110_GP Time [SNAP],OSU_RTS.MDBUS_RH.1110_GP Value [SNAP],OSU_RTS.MDBUS_RH.1110_GP Status [SNAP],OSU_RTS.MDBUS_RH.1110_GT Time [SNAP],OSU_RTS.MDBUS_RH.1110_GT Value [SNAP],OSU_RTS.MDBUS_RH.1110_GT Status [SNAP],OSU_RTS.MDBUS_RH.1110_GUV Time [SNAP],OSU_RTS.MDBUS_RH.1110_GUV Value [SNAP],OSU_RTS.MDBUS_RH.1110_GUV Status [SNAP],OSU_RTS.MDBUS_RH.1110_HDT Time [SNAP],OSU_RTS.MDBUS_RH.1110_HDT Value [SNAP],OSU_RTS.MDBUS_RH.1110_HDT Status [SNAP],OSU_RTS.MDBUS_RH.1110_HHF Time [SNAP],OSU_RTS.MDBUS_RH.1110_HHF Value [SNAP],OSU_RTS.MDBUS_RH.1110_HHF Status [SNAP],OSU_RTS.MDBUS_RH.1110_HHT Time [SNAP],OSU_RTS.MDBUS_RH.1110_HHT Value [SNAP],OSU_RTS.MDBUS_RH.1110_HHT Status [SNAP],OSU_RTS.MDBUS_RH.1110_HMT Time [SNAP],OSU_RTS.MDBUS_RH.1110_HMT Value [SNAP],OSU_RTS.MDBUS_RH.1110_HMT Status [SNAP],OSU_RTS.MDBUS_RH.1110_HRT Time [SNAP],OSU_RTS.MDBUS_RH.1110_HRT Value [SNAP],OSU_RTS.MDBUS_RH.1110_HRT Status [SNAP],OSU_RTS.MDBUS_RH.1110_HST Time [SNAP],OSU_RTS.MDBUS_RH.1110_HST Value [SNAP],OSU_RTS.MDBUS_RH.1110_HST Status [SNAP],OSU_RTS.MDBUS_RH.1110_HVF Time [SNAP],OSU_RTS.MDBUS_RH.1110_HVF Value [SNAP],OSU_RTS.MDBUS_RH.1110_HVF Status [SNAP],OSU_RTS.MDBUS_RH.1110C_HF Time [SNAP],OSU_RTS.MDBUS_RH.1110C_HF Value [SNAP],OSU_RTS.MDBUS_RH.1110C_HF Status [SNAP],OSU_RTS.MDBUS_RH.1110C_HG Time [SNAP],OSU_RTS.MDBUS_RH.1110C_HG Value [SNAP],OSU_RTS.MDBUS_RH.1110C_HG Status [SNAP],Comments
10/15/18 19:00,906173,OK,10/15/18 19:00,174645,OK,10/15/18 19:00,1.292879343,OK,10/15/18 19:00,10.3261404,OK,10/15/18 19:00,12.32941914,OK,10/15/18 19:00,2329789.25,OK,10/15/18 19:00,5.086846352,OK,10/15/18 19:00,761497.3125,OK,10/15/18 19:00,42.74703979,OK,10/15/18 19:00,53.38907623,OK,10/15/18 19:00,41.4541626,OK,10/15/18 19:00,43.06293488,OK,10/15/18 19:00,227.6520464,OK,10/15/18 19:00,11.78255783,OK,,,,,,,,,,,,,10/15/18 19:00,23.60248756,OK,10/15/18 19:00,39.80544662,OK,10/15/18 19:00,128.0973206,OK,10/15/18 19:00,151.6998138,OK,10/15/18 19:00,843487.25,OK,10/15/18 19:00,3.43819361,OK,10/15/18 19:00,2261750,OK,10/15/18 19:00,3.79E-37,OK,10/15/18 19:00,3.79E-37,OK,10/15/18 19:00,3.79E-37,LOW ALARM,10/15/18 19:00,3.79E-37,OK,10/15/18 19:00,0,OK,10/15/18 19:00,14.90168381,OK,10/15/18 19:00,536.9515991,OK,10/15/18 19:00,3983646,OK,10/15/18 19:00,998836.625,OK,10/15/18 19:00,113.9897614,OK,10/15/18 19:00,128.891449,OK,10/15/18 19:00,73.29752712,OK,10/15/18 19:00,147.9530296,OK,10/15/18 19:00,27957471,OK,
10/15/18 19:15,906188,OK,10/15/18 19:15,174648,OK,10/15/18 19:15,1.463162184,OK,10/15/18 19:15,9.873207092,OK,10/15/18 19:15,13.7023325,OK,10/15/18 19:15,2329792.25,OK,10/15/18 19:15,4.176526546,OK,10/15/18 19:15,761498.4375,OK,10/15/18 19:15,42.7335701,OK,10/15/18 19:15,52.9658165,OK,10/15/18 19:15,41.27040863,OK,10/15/18 19:15,43.09261322,OK,10/15/18 19:15,223.5570589,OK,10/15/18 19:15,10.11714875,OK,,,,,,,,,,,,,10/15/18 19:15,20.10857201,OK,10/15/18 19:15,26.36899376,OK,10/15/18 19:15,128.7716675,OK,10/15/18 19:15,148.8802338,OK,10/15/18 19:15,843499.375,OK,10/15/18 19:15,2.671314768,OK,10/15/18 19:15,2261778,OK,10/15/18 19:15,3.79E-37,OK,10/15/18 19:15,3.79E-37,OK,10/15/18 19:15,3.79E-37,LOW ALARM,10/15/18 19:15,3.79E-37,OK,10/15/18 19:15,0,OK,10/15/18 19:15,10.22661018,OK,10/15/18 19:15,386.5700684,OK,10/15/18 19:15,3983699,OK,10/15/18 19:15,998846,OK,10/15/18 19:15,116.4997406,OK,10/15/18 19:15,126.7263489,OK,10/15/18 19:15,76.59593293,OK,10/15/18 19:15,164.42799,OK,10/15/18 19:15,27957507,OK,
10/15/18 19:30,906216,OK,10/15/18 19:30,174652,OK,10/15/18 19:30,1.459253192,OK,10/15/18 19:30,9.408108711,OK,10/15/18 19:30,13.61782646,OK,10/15/18 19:30,2329795.75,OK,10/15/18 19:30,5.342398643,OK,10/15/18 19:30,761499.5,OK,10/15/18 19:30,42.71553421,OK,10/15/18 19:30,52.30843353,OK,10/15/18 19:30,41.25627899,OK,10/15/18 19:30,42.90032578,OK,10/15/18 19:30,222.774182,OK,10/15/18 19:30,13.58003234,OK,,,,,,,,,,,,,10/15/18 19:30,15.97698975,OK,10/15/18 19:30,60.46419144,OK,10/15/18 19:30,129.1593018,OK,10/15/18 19:30,145.1362915,OK,10/15/18 19:30,843510.6875,OK,10/15/18 19:30,7.702040533,OK,10/15/18 19:30,2261806,OK,10/15/18 19:30,3.79E-37,OK,10/15/18 19:30,3.79E-37,OK,10/15/18 19:30,3.79E-37,LOW ALARM,10/15/18 19:30,3.79E-37,OK,10/15/18 19:30,0,OK,10/15/18 19:30,-0.911517978,OK,10/15/18 19:30,0,OK,10/15/18 19:30,3983717,OK,10/15/18 19:30,998855.25,OK,10/15/18 19:30,115.6921082,OK,10/15/18 19:30,114.7805939,OK,10/15/18 19:30,75.12905789,OK,10/15/18 19:30,163.4139175,OK,10/15/18 19:30,27957549,OK,
10/15/18 19:45,906242,OK,10/15/18 19:45,174655,OK,10/15/18 19:45,1.569033027,OK,10/15/18 19:45,11.68461037,OK,10/15/18 19:45,14.79687786,OK,10/15/18 19:45,2329799,OK,10/15/18 19:45,8.032253265,OK,10/15/18 19:45,761501.1875,OK,10/15/18 19:45,43.10709,OK,10/15/18 19:45,54.66915894,OK,10/15/18 19:45,41.53805542,OK,10/15/18 19:45,42.98455048,OK,10/15/18 19:45,223.7243312,OK,10/15/18 19:45,16.44626499,OK,,,,,,,,,,,,,10/15/18 19:45,15.37589264,OK,10/15/18 19:45,16.50141907,OK,10/15/18 19:45,130.6881256,OK,10/15/18 19:45,146.0640259,OK,10/15/18 19:45,843520.375,OK,10/15/18 19:45,2.184629517,OK,10/15/18 19:45,2261835,OK,10/15/18 19:45,3.79E-37,OK,10/15/18 19:45,3.79E-37,OK,10/15/18 19:45,3.79E-37,LOW ALARM,10/15/18 19:45,3.79E-37,OK,10/15/18 19:45,0,OK,10/15/18 19:45,-2.414299488,OK,10/15/18 19:45,0,OK,10/15/18 19:45,3983777.75,OK,10/15/18 19:45,998864.5,OK,10/15/18 19:45,122.1248169,OK,10/15/18 19:45,119.7105255,OK,10/15/18 19:45,74.64425002,OK,10/15/18 19:45,177.5625343,OK,10/15/18 19:45,27957588,OK,
10/15/18 20:00,906260,OK,10/15/18 20:00,174658,OK,10/15/18 20:00,1.444282532,OK,10/15/18 20:00,9.890386581,OK,10/15/18 20:00,13.4435482,OK,10/15/18 20:00,2329802.5,OK,10/15/18 20:00,6.038143635,OK,10/15/18 20:00,761502.9375,OK,10/15/18 20:00,42.97137833,OK,10/15/18 20:00,53.09768677,OK,10/15/18 20:00,41.52709579,OK,10/15/18 20:00,43.20729828,OK,10/15/18 20:00,222.2018886,OK,10/15/18 20:00,14.60173653,OK,,,,,,,,,,,,,10/15/18 20:00,22.02578735,OK,10/15/18 20:00,0,OK,10/15/18 20:00,128.9346008,OK,10/15/18 20:00,150.9603882,OK,10/15/18 20:00,843529.5,OK,10/15/18 20:00,0,OK,10/15/18 20:00,2261863,OK,10/15/18 20:00,3.79E-37,OK,10/15/18 20:00,3.79E-37,OK,10/15/18 20:00,3.79E-37,LOW ALARM,10/15/18 20:00,3.79E-37,OK,10/15/18 20:00,0,OK,10/15/18 20:00,10.20387077,OK,10/15/18 20:00,380.0416565,OK,10/15/18 20:00,3983825.5,OK,10/15/18 20:00,998873.75,OK,10/15/18 20:00,117.7440643,OK,10/15/18 20:00,127.947937,OK,10/15/18 20:00,75.49031186,OK,10/15/18 20:00,161.3225784,OK,10/15/18 20:00,27957630,OK,
10/15/18 20:15,906292,OK,10/15/18 20:15,174662,OK,10/15/18 20:15,1.546912193,OK,10/15/18 20:15,8.474359512,OK,10/15/18 20:15,14.39388752,OK,10/15/18 20:15,2329806,OK,10/15/18 20:15,6.439342499,OK,10/15/18 20:15,761504.625,OK,10/15/18 20:15,43.18453217,OK,10/15/18 20:15,51.50442123,OK,10/15/18 20:15,41.63761902,OK,10/15/18 20:15,43.03005981,OK,10/15/18 20:15,222.1263825,OK,10/15/18 20:15,18.17128627,OK,,,,,,,,,,,,,10/15/18 20:15,17.52154732,OK,10/15/18 20:15,40.3495636,OK,10/15/18 20:15,129.0332642,OK,10/15/18 20:15,146.5548096,OK,10/15/18 20:15,843542.625,OK,10/15/18 20:15,4.688337885,OK,10/15/18 20:15,2261893,OK,10/15/18 20:15,3.79E-37,OK,10/15/18 20:15,3.79E-37,OK,10/15/18 20:15,3.79E-37,LOW ALARM,10/15/18 20:15,3.79E-37,OK,10/15/18 20:15,0,OK,10/15/18 20:15,3.522746563,OK,10/15/18 20:15,130.9599915,OK,10/15/18 20:15,3983867.75,OK,10/15/18 20:15,998883.125,OK,10/15/18 20:15,118.5565872,OK,10/15/18 20:15,122.0793304,OK,10/15/18 20:15,75.24520605,OK,10/15/18 20:15,172.7266502,OK,10/15/18 20:15,27957672,OK,
10/15/18 20:30,906314,OK,10/15/18 20:30,174666,OK,10/15/18 20:30,1.607252121,OK,10/15/18 20:30,8.390778542,OK,10/15/18 20:30,15.02174187,OK,10/15/18 20:30,2329809.5,OK,10/15/18 20:30,6.094590187,OK,10/15/18 20:30,761506.0625,OK,10/15/18 20:30,43.08002472,OK,10/15/18 20:30,51.58123016,OK,10/15/18 20:30,41.47277069,OK,10/15/18 20:30,43.19045258,OK,10/15/18 20:30,223.1127141,OK,10/15/18 20:30,17.37045645,OK,,,,,,,,,,,,,10/15/18 20:30,13.58721733,OK,10/15/18 20:30,38.43120575,OK,10/15/18 20:30,129.6660461,OK,10/15/18 20:30,143.2532654,OK,10/15/18 20:30,843549.625,OK,10/15/18 20:30,5.753981146,OK,10/15/18 20:30,2261921,OK,10/15/18 20:30,3.79E-37,OK,10/15/18 20:30,3.79E-37,OK,10/15/18 20:30,3.79E-37,LOW ALARM,10/15/18 20:30,3.79E-37,OK,10/15/18 20:30,0,OK,10/15/18 20:30,0.069198191,OK,10/15/18 20:30,0,OK,10/15/18 20:30,3983910.75,OK,10/15/18 20:30,998892.3125,OK,10/15/18 20:30,122.136795,OK,10/15/18 20:30,122.2059937,OK,10/15/18 20:30,74.12579889,OK,10/15/18 20:30,180.2609024,OK,10/15/18 20:30,27957714,OK,
10/15/18 20:45,906338,OK,10/15/18 20:45,174669,OK,10/15/18 20:45,1.468125582,OK,10/15/18 20:45,7.722562313,OK,10/15/18 20:45,13.70000172,OK,10/15/18 20:45,2329813,OK,10/15/18 20:45,5.727602005,OK,10/15/18 20:45,761507.625,OK,10/15/18 20:45,43.02802277,OK,10/15/18 20:45,50.84508133,OK,10/15/18 20:45,41.55989456,OK,10/15/18 20:45,43.12252045,OK,10/15/18 20:45,223.0625178,OK,10/15/18 20:45,17.73557606,OK,,,,,,,,,,,,,10/15/18 20:45,22.28192139,OK,10/15/18 20:45,54.50886917,OK,10/15/18 20:45,129.1796265,OK,10/15/18 20:45,151.4615631,OK,10/15/18 20:45,843563.3125,OK,10/15/18 20:45,5.01660271,OK,10/15/18 20:45,2261952,OK,10/15/18 20:45,3.79E-37,OK,10/15/18 20:45,3.79E-37,OK,10/15/18 20:45,3.79E-37,LOW ALARM,10/15/18 20:45,3.79E-37,OK,10/15/18 20:45,0,OK,10/15/18 20:45,12.65645981,OK,10/15/18 20:45,475.3666687,OK,10/15/18 20:45,3983934.25,OK,10/15/18 20:45,998901.5625,OK,10/15/18 20:45,117.2593994,OK,10/15/18 20:45,129.915863,OK,10/15/18 20:45,76.16338847,OK,10/15/18 20:45,164.4000206,OK,10/15/18 20:45,27957756,OK,
10/15/18 21:00,906372,OK,10/15/18 21:00,174675,OK,10/15/18 21:00,1.513745546,OK,10/15/18 21:00,8.166637421,OK,10/15/18 21:00,14.12366199,OK,10/15/18 21:00,2329816.5,OK,10/15/18 21:00,5.982393265,OK,10/15/18 21:00,761509,OK,10/15/18 21:00,43.07054138,OK,10/15/18 21:00,51.23028564,OK,10/15/18 21:00,41.55680084,OK,10/15/18 21:00,43.06364822,OK,10/15/18 21:00,222.7317006,OK,10/15/18 21:00,17.51762126,OK,,,,,,,,,,,,,10/15/18 21:00,16.40937042,OK,10/15/18 21:00,85.85043335,OK,10/15/18 21:00,130.1419373,OK,10/15/18 21:00,146.5513,OK,10/15/18 21:00,843584.5625,OK,10/15/18 21:00,10.65098206,OK,10/15/18 21:00,2261982,OK,10/15/18 21:00,3.79E-37,OK,10/15/18 21:00,3.79E-37,OK,10/15/18 21:00,3.79E-37,LOW ALARM,10/15/18 21:00,3.79E-37,OK,10/15/18 21:00,0,OK,10/15/18 21:00,1.448028922,OK,10/15/18 21:00,53.58495712,OK,10/15/18 21:00,3983992.5,OK,10/15/18 21:00,998910.875,OK,10/15/18 21:00,121.3096161,OK,10/15/18 21:00,122.7576447,OK,10/15/18 21:00,74.91412032,OK,10/15/18 21:00,169.4839439,OK,10/15/18 21:00,27957798,OK,
10/15/18 21:15,906400,OK,10/15/18 21:15,174679,OK,10/15/18 21:15,1.604724646,OK,10/15/18 21:15,8.809391975,OK,10/15/18 21:15,15.6236372,OK,10/15/18 21:15,2329820,OK,10/15/18 21:15,6.480544567,OK,10/15/18 21:15,761510.5625,OK,10/15/18 21:15,43.1173439,OK,10/15/18 21:15,51.81998825,OK,10/15/18 21:15,41.51261902,OK,10/15/18 21:15,43.01059723,OK,10/15/18 21:15,232.4184341,OK,10/15/18 21:15,17.59240913,OK,,,,,,,,,,,,,10/15/18 21:15,14.37462807,OK,10/15/18 21:15,35.99550247,OK,10/15/18 21:15,130.2943726,OK,10/15/18 21:15,144.6690063,OK,10/15/18 21:15,843594.9375,OK,10/15/18 21:15,5.09562549,OK,10/15/18 21:15,2262013,OK,10/15/18 21:15,3.79E-37,OK,10/15/18 21:15,3.79E-37,OK,10/15/18 21:15,3.79E-37,LOW ALARM,10/15/18 21:15,3.79E-37,OK,10/15/18 21:15,0,OK,10/15/18 21:15,-1.841076136,OK,10/15/18 21:15,0,OK,10/15/18 21:15,3984038.5,OK,10/15/18 21:15,998920.0625,OK,10/15/18 21:15,123.5072021,OK,10/15/18 21:15,121.6661224,OK,10/15/18 21:15,74.68468865,OK,10/15/18 21:15,187.4836464,OK,10/15/18 21:15,27957840,OK,
10/15/18 21:30,906428,OK,10/15/18 21:30,174683,OK,10/15/18 21:30,1.38359046,OK,10/15/18 21:30,8.497329712,OK,10/15/18 21:30,12.97933197,OK,10/15/18 21:30,2329823.75,OK,10/15/18 21:30,5.890379429,OK,10/15/18 21:30,761512,OK,10/15/18 21:30,43.03742218,OK,10/15/18 21:30,51.53689575,OK,10/15/18 21:30,41.65383148,OK,10/15/18 21:30,43.03956985,OK,10/15/18 21:30,223.9405627,OK,10/15/18 21:30,16.57733654,OK,,,,,,,,,,,,,10/15/18 21:30,22.33352852,OK,10/15/18 21:30,83.6894989,OK,10/15/18 21:30,129.0983734,OK,10/15/18 21:30,151.4319,OK,10/15/18 21:30,843611.125,OK,10/15/18 21:30,7.638607461,OK,10/15/18 21:30,2262043,OK,10/15/18 21:30,3.79E-37,OK,10/15/18 21:30,3.79E-37,OK,10/15/18 21:30,3.79E-37,LOW ALARM,10/15/18 21:30,3.79E-37,OK,10/15/18 21:30,0,OK,10/15/18 21:30,-1.404995203,OK,10/15/18 21:30,0,OK,10/15/18 21:30,3984080.25,OK,10/15/18 21:30,998929.4375,OK,10/15/18 21:30,122.4418106,OK,10/15/18 21:30,121.0368195,OK,10/15/18 21:30,74.61686503,OK,10/15/18 21:30,155.7519836,OK,10/15/18 21:30,27957885,OK,
10/15/18 21:45,906460,OK,10/15/18 21:45,174686,OK,10/15/18 21:45,1.894663095,OK,10/15/18 21:45,10.89010334,OK,10/15/18 21:45,17.79092979,OK,10/15/18 21:45,2329827.25,OK,10/15/18 21:45,7.054777145,OK,10/15/18 21:45,761513.625,OK,10/15/18 21:45,43.229599,OK,10/15/18 21:45,53.95706558,OK,10/15/18 21:45,41.33493805,OK,10/15/18 21:45,43.0669632,OK,10/15/18 21:45,224.1579499,OK,10/15/18 21:45,15.49665494,OK,,,,,,,,,,,,,10/15/18 21:45,15.64621353,OK,10/15/18 21:45,63.43430328,OK,10/15/18 21:45,130.3023071,OK,10/15/18 21:45,145.9485168,OK,10/15/18 21:45,843626.4375,OK,10/15/18 21:45,8.252801771,OK,10/15/18 21:45,2262072,OK,10/15/18 21:45,3.79E-37,OK,10/15/18 21:45,3.79E-37,OK,10/15/18 21:45,3.79E-37,LOW ALARM,10/15/18 21:45,3.79E-37,OK,10/15/18 21:45,0,OK,10/15/18 21:45,5.648797035,OK,10/15/18 21:45,203.1928864,OK,10/15/18 21:45,3984123,OK,10/15/18 21:45,998938.5625,OK,10/15/18 21:45,120.9151611,OK,10/15/18 21:45,126.5639572,OK,10/15/18 21:45,74.3082,OK,10/15/18 21:45,213.4911575,OK,10/15/18 21:45,27957927,OK,
10/15/18 22:00,906493,OK,10/15/18 22:00,174693,OK,10/15/18 22:00,1.398532391,OK,10/15/18 22:00,10.81271553,OK,10/15/18 22:00,13.12926102,OK,10/15/18 22:00,2329831.25,OK,10/15/18 22:00,5.940435886,OK,10/15/18 22:00,761515.3125,OK,10/15/18 22:00,43.0866394,OK,10/15/18 22:00,53.8665657,OK,10/15/18 22:00,41.68811035,OK,10/15/18 22:00,43.05385208,OK,10/15/18 22:00,224.1069723,OK,10/15/18 22:00,13.14196917,OK,,,,,,,,,,,,,10/15/18 22:00,16.3744278,OK,10/15/18 22:00,77.55587006,OK,10/15/18 22:00,129.6784821,OK,10/15/18 22:00,146.0529175,OK,10/15/18 22:00,843637.75,OK,10/15/18 22:00,9.62659125,OK,10/15/18 22:00,2262101,OK,10/15/18 22:00,3.79E-37,OK,10/15/18 22:00,3.79E-37,OK,10/15/18 22:00,3.79E-37,LOW ALARM,10/15/18 22:00,3.79E-37,OK,10/15/18 22:00,0,OK,10/15/18 22:00,13.66413403,OK,10/15/18 22:00,501.1982727,OK,10/15/18 22:00,3984174.75,OK,10/15/18 22:00,998947.8125,OK,10/15/18 22:00,119.7161102,OK,10/15/18 22:00,133.380249,OK,10/15/18 22:00,74.44305784,OK,10/15/18 22:00,157.5511322,OK,10/15/18 22:00,27957975,OK,
10/15/18 22:15,906525,OK,10/15/18 22:15,174696,OK,10/15/18 22:15,1.406279445,OK,10/15/18 22:15,9.452595711,OK,10/15/18 22:15,13.41579247,OK,10/15/18 22:15,2329834.75,OK,10/15/18 22:15,5.815723896,OK,10/15/18 22:15,761516.5625,OK,10/15/18 22:15,43.15597534,OK,10/15/18 22:15,52.66983795,OK,10/15/18 22:15,41.74969864,OK,10/15/18 22:15,43.21724701,OK,10/15/18 22:15,227.7363092,OK,10/15/18 22:15,14.7148705,OK,,,,,,,,,,,,,10/15/18 22:15,22.03346634,OK,10/15/18 22:15,57.48498917,OK,10/15/18 22:15,128.419342,OK,10/15/18 22:15,150.4528046,OK,10/15/18 22:15,843656.625,OK,10/15/18 22:15,5.34197492,OK,10/15/18 22:15,2262130,OK,10/15/18 22:15,3.79E-37,OK,10/15/18 22:15,3.79E-37,OK,10/15/18 22:15,3.79E-37,LOW ALARM,10/15/18 22:15,3.79E-37,OK,10/15/18 22:15,0,OK,10/15/18 22:15,10.98513222,OK,10/15/18 22:15,409.4643555,OK,10/15/18 22:15,3984224.25,OK,10/15/18 22:15,998957,OK,10/15/18 22:15,120.3006592,OK,10/15/18 22:15,131.2857971,OK,10/15/18 22:15,75.60815276,OK,10/15/18 22:15,160.9895096,OK,10/15/18 22:15,27958017,OK,
10/15/18 22:30,906555,OK,10/15/18 22:30,174701,OK,10/15/18 22:30,1.498934984,OK,10/15/18 22:30,9.412927628,OK,10/15/18 22:30,13.95228386,OK,10/15/18 22:30,2329838.5,OK,10/15/18 22:30,7.226974964,OK,10/15/18 22:30,761518.125,OK,10/15/18 22:30,43.11315155,OK,10/15/18 22:30,52.57330322,OK,10/15/18 22:30,41.61421967,OK,10/15/18 22:30,43.1603775,OK,10/15/18 22:30,222.2027513,OK,10/15/18 22:30,18.36237082,OK,,,,,,,,,,,,,10/15/18 22:30,15.68475151,OK,10/15/18 22:30,40.20942688,OK,10/15/18 22:30,129.2086334,OK,10/15/18 22:30,144.8933716,OK,10/15/18 22:30,843667.5,OK,10/15/18 22:30,5.217090424,OK,10/15/18 22:30,2262160,OK,10/15/18 22:30,3.79E-37,OK,10/15/18 22:30,3.79E-37,OK,10/15/18 22:30,3.79E-37,LOW ALARM,10/15/18 22:30,3.79E-37,OK,10/15/18 22:30,0,OK,10/15/18 22:30,1.348479033,OK,10/15/18 22:30,49.50021362,OK,10/15/18 22:30,3984271.75,OK,10/15/18 22:30,998966.3125,OK,10/15/18 22:30,124.3592834,OK,10/15/18 22:30,125.7077637,OK,10/15/18 22:30,74.35356224,OK,10/15/18 22:30,167.4274063,OK,10/15/18 22:30,27958062,OK,
